sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","life_exp_birth_male_years","life_exp_birth_male_rank","life_exp_birth_female_years","life_exp_birth_female_rank","life_exp_65_male_years","life_exp_65_male_rank","life_exp_65_female_years","life_exp_65_female_rank","match_type","matched_by"
"Mark Pawsey","464","Rugby","Conservative","1437","2347","3106","http://sexymp.co.uk/mp/474.jpg","M","E14000905","65656","Rugby","England","79.2","191","83.15","183","18.450000000000003","203","21.1","193","overlapped_by (calculated average)","E07000219,E07000220"
"David Crausby","465","Bolton North East","Labour","1537","2338","3493","http://sexymp.co.uk/mp/129.jpg","M","E14000578","65646","Bolton North East","England","77.4","313","81.4","314","17.5","313","20.1","306","covered_by","E08000001"
"Tim Farron","466","Westmorland and Lonsdale","Liberal Democrat","1447","2674","3605","http://sexymp.co.uk/mp/198.jpg","M","E14001037","65963","Westmorland and Lonsdale","England","80.9","63","83.4","156","19.6","53","21.5","148","covered_by","E07000031"
"Stephen Lloyd","467","Eastbourne","Liberal Democrat","1419","2442","3186","http://sexymp.co.uk/mp/368.jpg","M","E14000684","65714","Eastbourne","England","81","58","84.2","81","19.6","63","21.9","86","overlapped_by (calculated average)","E07000065"
"Ian Davidson","468","Glasgow South West","Labour Co-operative","1581","2274","3586","http://sexymp.co.uk/mp/145.jpg","M","S14000035","14431","Glasgow South West","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Mark Hendrick","469","Preston","Labour Co-operative","1499","2393","3449","http://sexymp.co.uk/mp/279.jpg","M","E14000885","65673","Preston","England","77.4","318","81","328","17.6","305","20.1","307","covered_by","E07000123"
"Margaret Curran","470","Glasgow East","Labour","1325","26424","30824","http://sexymp.co.uk/mp/139.jpg","F","S14000030","14426","Glasgow East","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Martin McGuinness","471","Mid Ulster","Sinn Fein","1620","2228","3665","http://sexymp.co.uk/mp/405.jpg","M","N06000010","66133","Mid Ulster","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Phil Wilson","472","Sedgefield","Labour","1476","2374","3347","http://sexymp.co.uk/mp/633.jpg","M","E14000915","65763","Sedgefield","England","78.30000000000001","257","82.1","268.5","17.85","273","20.299999999999997","283","overlapped_by (calculated average)","E06000047,E06000005"
"George Mudie","473","Leeds East","Labour","1556","2335","3620","http://sexymp.co.uk/mp/440.jpg","M","E14000778","65941","Leeds East","England","78","272","82.1","272","17.7","292","20.3","291","covered_by","E08000035"
"Tom Clarke","474","Coatbridge, Chryston and Bellshill","Labour","1537","2531","3853","http://sexymp.co.uk/mp/114.jpg","M","S14000011","14408","Coatbridge, Chryston and Bellshill","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Harriet Harman","475","Camberwell and Peckham","Labour","1250","28416","29977","http://sexymp.co.uk/mp/263.jpg","F","E14000615","65913","Camberwell and Peckham","England","78","269","83.1","187","17.9","265","21.4","153","covered_by","E09000028"
"Si!!n James","476","Swansea East","Labour","1344","25710","31258","http://sexymp.co.uk/mp/315.jpg","F","W07000048","66091","Swansea East","Wales","77.6","300","82.2","262","17.9","273","20.7","249","covered_by","W06000011"
"Patrick McClaughlin","477","Derbyshire Dales","Conservative","1545","2151","3326","http://sexymp.co.uk/mp/410.jpg","M","E14000664","65799","Derbyshire Dales","England","79.2","205","83.3","176","18.3","223","21","211","overlapped_by (calculated average)","E07000032"
"Bridget Phillipson","478","Houghton and Sunderland South","Labour","1080","40204","31714","http://sexymp.co.uk/mp/482.jpg","F","E14000754","65947","Houghton and Sunderland South","England","77","325","80.7","332","17.3","322","19.3","338","covered_by","E08000024"
"Lee Scott","479","Ilford North","Conservative","1485","2159","3149","http://sexymp.co.uk/mp/527.jpg","M","E14000759","65630","Ilford North","England","80.3","107","84","97","19.2","113","21.7","109","covered_by","E09000026"
"Jim Sheridan","480","Paisley and Renfrewshire North","Labour","1479","2484","3603","http://sexymp.co.uk/mp/537.jpg","M","S14000052","14449","Paisley and Renfrewshire North","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"David Blunkett","481","Sheffield, Brightside and Hillsborough","Labour","1512","2410","3621","http://sexymp.co.uk/mp/58.jpg","M","E14000921","65601","Sheffield, Brightside and Hillsborough","England","78.7","231","82.4","253","18","247","20.5","263","covered_by","E08000019"
"Stephen Hepburn","482","Jarrow","Labour","1490","2310","3403","http://sexymp.co.uk/mp/281.jpg","M","E14000765","66026","Jarrow","England","77","325.5","81.25","318","17.200000000000003","317.5","19.7","322","overlapped_by (calculated average)","E08000020,E08000023"
"Mike Hancock","483","Portsmouth South","Liberal Democrat","1507","2350","3540","http://sexymp.co.uk/mp/260.jpg","M","E14000884","66014","Portsmouth South","England","78.2","264","82.6","234","17.6","297","20.8","241","covered_by","E06000044"
"Jonathan Evans","484","Cardiff North","Conservative","1478","2258","3303","http://sexymp.co.uk/mp/192.jpg","M","W07000051","66120","Cardiff North","Wales","78.2","259","82.7","233","17.8","276","21","204","covered_by","W06000015"
"Mary Glendon","485","North Tyneside","Labour","1288","26440","30362","http://sexymp.co.uk/mp/229.jpg","F","E14000853","65720","North Tyneside","England","78.1","267","82","278","17.6","306","20.5","265","covered_by","E08000022"
"Shaun Woodward","486","St Helens South and Whiston","Labour","1534","2385","3734","http://sexymp.co.uk/mp/642.jpg","M","E14000963","65732","St Helens South and Whiston","England","77.3","302.5","81.15","318.5","17.549999999999997","297","19.6","322.5","overlapped_by (calculated average)","E08000011,E08000013"
"David Wright","487","Telford","Labour","1514","2393","3669","http://sexymp.co.uk/mp/643.jpg","M","E14000989","65992","Telford","England","77.9","285","81.6","305","17.7","285","20.2","302","covered_by","E06000020"
"Yvonne Fovargue","488","Makerfield","Labour","1355","24922","31637","http://sexymp.co.uk/mp/207.jpg","F","E14000805","65645","Makerfield","England","77.4","317","80.8","330","17.2","326","19.3","334","covered_by","E08000010"
"Lilian Greenwood","489","Nottingham South","Labour","1082","36191","29417","http://sexymp.co.uk/mp/244.jpg","F","E14000867","65945","Nottingham South","England","76.9","328","81.5","307","16.8","340","20.5","266","covered_by","E06000018"
"Gerry Sutcliffe","490","Bradford South","Labour","1477","2363","3482","http://sexymp.co.uk/mp/573.jpg","M","E14000588","65995","Bradford South","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Mark Hunter","491","Cheadle","Liberal Democrat","1436","2324","3292","http://sexymp.co.uk/mp/308.jpg","M","E14000627","65727","Cheadle","England","79.8","154","83.1","189","19.1","131","21.3","162","covered_by","E08000007"
"Stuart Bell","492","Middlesbrough","Labour","1705","1819","3405","http://sexymp.co.uk/mp/39.jpg","M","E14000819","65998","Middlesbrough","England","76.3","340","80.2","342","16.7","342","18.9","343","covered_by","E06000002"
"Th!!r!!se Coffey","493","Suffolk Coastal","Conservative","1439","23628","33710","http://sexymp.co.uk/mp/120.jpg","F","E14000981","65607","Suffolk Coastal","England","80","135","83.75","123.5","19.35","90.5","21.5","135.5","overlapped_by (calculated average)","E07000205,E07000206"
"Kate Green","494","Stretford and Urmston","Labour","1316","25676","31432","http://sexymp.co.uk/mp/242.jpg","F","E14000979","65911","Stretford and Urmston","England","79.6","163","83.7","126","18.7","181","21.7","114","covered_by","E08000009"
"John Thurso","495","Caithness, Sutherland and Easter Ross","Liberal Democrat","1482","2434","3663","http://sexymp.co.uk/mp/584.jpg","M","S14000009","14406","Caithness, Sutherland and Easter Ross","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Frank Dobson","496","Holborn and St Pancras","Labour","1465","2519","3730","http://sexymp.co.uk/mp/157.jpg","M","E14000750","65824","Holborn and St Pancras","England","80.5","91","85.4","14","20.2","16","23.8","1","covered_by","E09000007"
"Gary Streeter","497","South West Devon","Conservative","1444","2267","3279","http://sexymp.co.uk/mp/566.jpg","M","E14000950","65775","South West Devon","England","81.3","38","84.7","38","19.9","24","22.2","51","covered_by","E07000044"
"Gisela Stuart","498","Birmingham, Edgbaston","Labour","1379","24130","32229","http://sexymp.co.uk/mp/569.jpg","F","E14000560","65931","Birmingham, Edgbaston","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Andrew Tyrie","499","Chichester","Conservative","1437","2206","3165","http://sexymp.co.uk/mp/595.jpg","M","E14000633","65558","Chichester","England","81","50","84.6","39","19.7","47","22.4","39","covered_by","E07000225"
"Jessica Morden","500","Newport East","Labour","1080","36013","30283","http://sexymp.co.uk/mp/431.jpg","F","W07000055","66094","Newport East","Wales","80.1","128","83.9","113","19.2","107","21.9","78","covered_by","W06000021"
"Lyn Brown","501","West Ham","Labour","1337","24923","31827","http://sexymp.co.uk/mp/75.jpg","F","E14001032","66058","West Ham","England","77.7","292","82.6","235","17.7","288","20.8","235","covered_by","E09000025"
"Nicholas Brown","502","Newcastle upon Tyne East","Labour","1483","2463","3758","http://sexymp.co.uk/mp/76.jpg","M","E14000832","65594","Newcastle upon Tyne East","England","77.5","307","81.4","315","17.3","321","19.9","311","covered_by","E08000021"
"David Amess","503","Southend West","Conservative","1387","2320","3175","http://sexymp.co.uk/mp/13.jpg","M","E14000957","65876","Southend West","England","79.7","161","82.6","238","18.6","193","20.9","223","covered_by","E06000033"
"Andrew Love","504","Edmonton","Labour Co-operative","1525","2211","3538","http://sexymp.co.uk/mp/375.jpg","M","E14000687","65570","Edmonton","England","80.5","89","84","102","19.4","80","21.8","97","covered_by","E09000010"
"Alisdair McDonnell","505","Belfast South","Social Democratic and Labour","1464","2361","3537","http://sexymp.co.uk/mp/400.jpg","M","N06000003","66126","Belfast South","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Pat McFadden","506","Wolverhampton South East","Labour","1514","2276","3608","http://sexymp.co.uk/mp/402.jpg","M","E14001050","65593","Wolverhampton South East","England","78.15","269","82.35","247","18.049999999999997","249.5","20.75","231.5","overlapped_by (calculated average)","E08000027,E08000031"
"Margaret Hodge","507","Barking","Labour","1320","24552","30988","http://sexymp.co.uk/mp/289.jpg","F","E14000540","65662","Barking","England","77.6","298","82","285","17.5","309","20.3","297","covered_by","E09000002"
"Cathy Jamieson","508","Kilmarnock and Loudoun","Labour Co-operative","1345","25340","33030","http://sexymp.co.uk/mp/316.jpg","F","S14000040","14436","Kilmarnock and Loudoun","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Gregory Barker","509","Bexhill and Battle","Conservative","1417","2218","3180","http://sexymp.co.uk/mp/30.jpg","M","E14000557","65845","Bexhill and Battle","England","80.55","91","84.05000000000001","96.5","19.450000000000003","80","21.95","81","overlapped_by (calculated average)","E07000064,E07000065"
"Richard Shepherd","510","Aldridge-Brownhills","Conservative","1526","2150","3491","http://sexymp.co.uk/mp/536.jpg","M","E14000531","65773","Aldridge-Brownhills","England","77.9","281","82.3","255","18.1","240","20.9","225","covered_by","E08000030"
"Nia Griffith","511","Llanelli","Labour","1508","2256","3602","http://sexymp.co.uk/mp/246.jpg","M","W07000045","66117","Llanelli","Wales","78.5","241","82.6","236","18.2","232","20.4","279","covered_by","W06000010"
"David Heath","512","Somerton and Frome","Liberal Democrat","1498","2373","3765","http://sexymp.co.uk/mp/275.jpg","M","E14000932","65812","Somerton and Frome","England","80.7","77","84.30000000000001","77","19.5","67","21.950000000000003","72.5","overlapped_by (calculated average)","E07000187,E07000189"
"Ann Clwyd","513","Cynon Valley","Labour","1384","23032","32153","http://sexymp.co.uk/mp/117.jpg","F","W07000070","66105","Cynon Valley","Wales","76.5","335.5","81.1","323","17.05","331","19.700000000000003","324","overlapped_by (calculated average)","W06000012,W06000016"
"Peter Tapsel","514","Louth and Horncastle","Conservative","1482","2162","3380","http://sexymp.co.uk/mp/580.jpg","M","E14000798","65987","Louth and Horncastle","England","77.8","290","81.8","292","18","259","20.6","254","covered_by","E07000137"
"Ian Mearns","515","Gateshead","Labour","1639","2005","3693","http://sexymp.co.uk/mp/415.jpg","M","E14000709","65870","Gateshead","England","77.2","320","81.3","316","17.6","296","19.5","329","covered_by","E08000020"
"Graham Stringer","516","Blackley and Broughton","Labour","1471","2244","3475","http://sexymp.co.uk/mp/568.jpg","M","E14000571","65583","Blackley and Broughton","England","75.44999999999999","343.5","80","343","16.25","343.5","19","342","overlapped_by (calculated average)","E08000003,E08000006"
"Vernon Coaker","517","Gedling","Labour","1502","2290","3682","http://sexymp.co.uk/mp/118.jpg","M","E14000710","65551","Gedling","England","80.5","93","83.1","193","18.8","170","20.9","220","covered_by","E07000173"
"Ann Coffey","518","Stockport","Labour","1374","23083","32049","http://sexymp.co.uk/mp/119.jpg","F","E14000969","65606","Stockport","England","79.8","154","83.1","189","19.1","131","21.3","162","covered_by","E08000007"
"Linda Riordin","519","Halifax","Labour Co-operative","1367","23561","32415","http://sexymp.co.uk/mp/505.jpg","F","E14000723","65599","Halifax","England","77.5","308","82.2","267","17.5","311","20.7","253","covered_by","E08000033"
"Oliver Colville","520","Plymouth, Sutton and Devonport","Conservative","1459","2193","3381","http://sexymp.co.uk/mp/122.jpg","M","E14000880","65737","Plymouth, Sutton and Devonport","England","78.3","252","82.1","271","18.1","242","20.5","264","covered_by","E06000026"
"Henry Bellingham","521","North West Norfolk","Conservative","1367","2374","3278","http://sexymp.co.uk/mp/40.jpg","M","E14000859","65713","North West Norfolk","England","79.6","166","84","106","19.1","121","21.8","98","covered_by","E07000146"
"Frank Roy","522","Motherwell and Wishaw","Labour","1541","2192","3705","http://sexymp.co.uk/mp/516.jpg","M","S14000047","14443","Motherwell and Wishaw","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Pat Glass","523","North West Durham","Labour","1301","24743","31516","http://sexymp.co.uk/mp/227.jpg","F","E14000856","65859","North West Durham","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"Martin Caton","524","Gower","Labour","1560","2074","3622","http://sexymp.co.uk/mp/106.jpg","M","W07000046","66083","Gower","Wales","77.1","316.5","81.7","290.5","17.5","300.5","20.25","285","overlapped_by (calculated average)","W06000011,W06000012"
"Richard Harrington","525","Watford","Conservative","1477","2132","3411","http://sexymp.co.uk/mp/265.jpg","M","E14001021","65626","Watford","England","81","63","84.9","35.5","19.299999999999997","94","22.450000000000003","37","overlapped_by (calculated average)","E07000100,E07000102"
"Denis MackShane","526","Rotherham","Labour","1550","2260","3926","http://sexymp.co.uk/mp/382.jpg","M","E14000904","66029","Rotherham","England","78","277","81.6","302","17.5","310","20.2","300","covered_by","E08000018"
"Diane Abbott","527","Hackney North and Stoke Newington","Labour","1328","24400","33052","http://sexymp.co.uk/mp/2.jpg","F","E14000720","65550","Hackney North and Stoke Newington","England","77.7","294","82.8","223","18.1","244","21","212","covered_by","E09000012"
"Stephen Pound","528","Ealing North","Labour","1561","2151","3803","http://sexymp.co.uk/mp/486.jpg","M","E14000675","65701","Ealing North","England","79.2","204","84.2","88","18.9","153","21.7","111","covered_by","E09000009"
"Stephen Timms","529","East Ham","Labour","1564","2191","3880","http://sexymp.co.uk/mp/585.jpg","M","E14000679","65573","East Ham","England","77.7","292","82.6","235","17.7","288","20.8","235","covered_by","E09000025"
"Karen Buck","530","Westminster North","Labour","1363","22563","32051","http://sexymp.co.uk/mp/82.jpg","F","E14001036","65851","Westminster North","England","81.1","45","85.1","23","20.6","7","23","13","covered_by","E09000033"
"Richard Burden","531","Birmingham, Northfield","Labour","1508","2098","3533","http://sexymp.co.uk/mp/84.jpg","M","E14000565","65966","Birmingham, Northfield","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Paul Flynn","532","Newport West","Labour","1527","2221","3845","http://sexymp.co.uk/mp/205.jpg","M","W07000056","66099","Newport West","Wales","77.75","295","82.1","273.5","17.5","306.5","20.299999999999997","286.5","overlapped_by (calculated average)","W06000020,W06000022"
"Joan Walley","533","Stoke-on-Trent North","Labour","1382","22146","32595","http://sexymp.co.uk/mp/607.jpg","F","E14000973","65783","Stoke-on-Trent North","England","77.80000000000001","276.5","81.4","297","17.799999999999997","269","20.15","296","overlapped_by (calculated average)","E06000021,E07000195"
"Graham Allen","534","Nottingham North","Labour","1390","2305","3432","http://sexymp.co.uk/mp/12.jpg","M","E14000866","65643","Nottingham North","England","76.9","328","81.5","307","16.8","340","20.5","266","covered_by","E06000018"
"Chris Ruane","535","Vale of Clwyd","Labour","1530","2106","3682","http://sexymp.co.uk/mp/518.jpg","M","W07000060","66116","Vale of Clwyd","Wales","78.3","250","81.2","321","18.1","239","20","308","covered_by","W06000004"
"Elfyn Llwyd","536","Dwyfor Meirionnydd","Plaid Cymru","1458","2277","3690","http://sexymp.co.uk/mp/370.jpg","M","W07000061","66096","Dwyfor Meirionnydd","Wales","78.8","223","83.1","191","18.3","224","21.4","154","covered_by","W06000002"
"Brian Binley","537","Northampton South","Conservative","1504","2073","3530","http://sexymp.co.uk/mp/50.jpg","M","E14000862","65910","Northampton South","England","77.4","312","81.8","295","17.6","294","20.3","289","covered_by","E07000154"
"Keith Vaz","538","Leicester East","Labour","1463","2508","4107","http://sexymp.co.uk/mp/600.jpg","M","E14000782","65807","Leicester East","England","77","326","81.8","293","17.3","320","20.3","292","covered_by","E06000016"
"George Howarth","539","Knowsley","Labour","1543","2397","4285","http://sexymp.co.uk/mp/300.jpg","M","E14000775","65869","Knowsley","England","76.6","334","80.7","333","17.2","323","19.3","333","covered_by","E08000011"
"Geoffrey Clifton-Brown","540","The Cotswolds","Conservative","1348","2217","3198","http://sexymp.co.uk/mp/116.jpg","M","E14000991","65789","The Cotswolds","England","80.5","92","83.5","143","19.3","100","21.1","190","overlapped_by (calculated average)","E07000082"
"Alan Haselhurst","541","Saffron Walden","Conservative","1486","2046","3466","http://sexymp.co.uk/mp/270.jpg","M","E14000910","65654","Saffron Walden","England","80.7","71","84.3","80","19.5","71","21.9","90","overlapped_by (calculated average)","E07000070"
"Mark Lazarowicz","542","Edinburgh North and Leith","Labour Co-operative","1617","2025","3922","http://sexymp.co.uk/mp/352.jpg","M","S14000023","14420","Edinburgh North and Leith","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Tessa Jowell","543","Dulwich and West Norwood","Labour","1343","23307","33604","http://sexymp.co.uk/mp/331.jpg","F","E14000673","65808","Dulwich and West Norwood","England","78.1","263","83.05","193.5","17.95","257","21.35","161","overlapped_by (calculated average)","E09000022,E09000028"
"Guto Bebb","544","Aberconwy","Conservative","1432","2226","3581","http://sexymp.co.uk/mp/35.jpg","M","W07000058","66085","Aberconwy","Wales","79","217","82.6","239","18.9","159","21.3","167","covered_by","W06000003"
"Naomi Long","545","Belfast East","Alliance","1399","22279","34506","http://sexymp.co.uk/mp/371.jpg","F","N06000001","66124","Belfast East","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Caroline Lucas","546","Brighton, Pavilion","Green Party","1323","25297","35651","http://sexymp.co.uk/mp/376.jpg","F","E14000598","65787","Brighton, Pavilion","England","78.7","235","83","194","18.3","218","21.3","168","covered_by","E06000043"
"Hywel Francis","547","Aberavon","Labour","1621","2039","3987","http://sexymp.co.uk/mp/209.jpg","M","W07000049","66101","Aberavon","Wales","76.6","333","81.2","319","17.1","328","19.8","321","covered_by","W06000012"
"Mike Weir","548","Angus","Scottish National Party","1421","2246","3577","http://sexymp.co.uk/mp/615.jpg","M","S14000004","14401","Angus","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Eric Pickles","549","Brentwood and Ongar","Conservative","1451","2242","3702","http://sexymp.co.uk/mp/483.jpg","M","E14000594","65685","Brentwood and Ongar","England","80.2","114","83.8","123","19.3","103","21.5","143","overlapped_by (calculated average)","E07000072"
"Paul Uppal","550","Wolverhampton South West","Conservative","1378","2174","3301","http://sexymp.co.uk/mp/597.jpg","M","E14001051","65948","Wolverhampton South West","England","77.4","316","81.7","299","17.7","284","20.3","283","covered_by","E08000031"
"Jim Dobbin","551","Heywood and Middleton","Labour Co-operative","1502","2142","3767","http://sexymp.co.uk/mp/156.jpg","M","E14000747","65814","Heywood and Middleton","England","76.8","329","80.8","331","17.4","315","19.8","319","covered_by","E08000005"
"Chi Onwurah","552","Newcastle upon Tyne Central","Labour","1325","22641","32538","http://sexymp.co.uk/mp/463.jpg","F","E14000831","66055","Newcastle upon Tyne Central","England","77.5","307","81.4","315","17.3","321","19.9","311","covered_by","E08000021"
"Heather Wheeler","553","South Derbyshire","Conservative","1531","20991","38040","http://sexymp.co.uk/mp/617.jpg","F","E14000935","65762","South Derbyshire","England","79.4","182","83.3","173","18","258","20.9","224","covered_by","E07000039"
"Chris Williamson","554","Derby North","Labour","1430","2215","3606","http://sexymp.co.uk/mp/630.jpg","M","E14000662","66070","Derby North","England","78.6","238","82.8","219","18.3","222","21.3","170","covered_by","E06000015"
"Michael Meacher","555","Oldham West and Royton","Labour","1517","2159","3881","http://sexymp.co.uk/mp/413.jpg","M","E14000871","66022","Oldham West and Royton","England","77.1","322","81.1","323","17.1","330","19.8","320","covered_by","E08000004"
"John Bercow","556","Buckingham","Bi-Curious","1272","2668","3598","http://sexymp.co.uk/mp/44.jpg","M","E14000608","65909","Buckingham","England","80.6","93","84.05000000000001","96","19.299999999999997","101.5","21.9","85","overlapped_by (calculated average)","E07000004,E07000007"
"Dan Rogerson","557","North Cornwall","Liberal Democrat","1423","2188","3552","http://sexymp.co.uk/mp/513.jpg","M","E14000837","65602","North Cornwall","England","79.5","179","83.5","146","19","143","21.3","160","covered_by","E06000052"
"Jim Dowd","558","Lewisham West and Penge","Labour","1489","2081","3649","http://sexymp.co.uk/mp/166.jpg","M","E14000788","65616","Lewisham West and Penge","England","79.6","154.5","83.55","146","18.700000000000003","172.5","21.4","151","overlapped_by (calculated average)","E09000023,E09000006"
"Roger Godsiff","559","Birmingham, Hall Green","Labour","1570","2087","3967","http://sexymp.co.uk/mp/230.jpg","M","E14000562","65597","Birmingham, Hall Green","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
"Tony Cunningham","560","Workington","Labour","1513","2093","3771","http://sexymp.co.uk/mp/138.jpg","M","E14001053","65625","Workington","England","78.2","262","81.9","287","17.9","267","20.3","284","covered_by","E07000026"
"Norman Lamb","561","North Norfolk","Liberal Democrat","1409","2161","3477","http://sexymp.co.uk/mp/345.jpg","M","E14000848","65872","North Norfolk","England","80.5","94","85","25","19.6","66","22.5","28","covered_by","E07000147"
"Angela Smith","562","Penistone and Stocksbridge","Labour","1353","21834","32882","http://sexymp.co.uk/mp/547.jpg","F","E14000876","66002","Penistone and Stocksbridge","England","78.25","259.5","81.95","282","17.8","272.5","20.2","290","overlapped_by (calculated average)","E08000016,E08000019"
"Gordon Banks","563","Ochil and South Perthshire","Labour","1476","2144","3722","http://sexymp.co.uk/mp/28.jpg","M","S14000050","14447","Ochil and South Perthshire","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Madeleine Moon","564","Bridgend","Labour","1336","22008","32652","http://sexymp.co.uk/mp/428.jpg","F","W07000073","66095","Bridgend","Wales","77.73333333333333","274.6666666666667","81.73333333333333","273","17.733333333333334","275.3333333333333","20.400000000000002","249.66666666666666","overlapped_by (calculated average)","W06000012,W06000013,W06000014"
"Wayne David","565","Caerphilly","Labour","1532","2078","3855","http://sexymp.co.uk/mp/144.jpg","M","W07000076","66106","Caerphilly","Wales","77.6","299","81.5","309","17.3","319","19.6","324","covered_by","W06000018"
"Nigel Mills","566","Amber Valley","Conservative","1467","2008","3478","http://sexymp.co.uk/mp/424.jpg","M","E14000533","65809","Amber Valley","England","79.2","205","83.3","176","18.3","223","21","211","covered_by","E07000032"
"Gerald Howarth","567","Aldershot","Conservative","1374","2118","3309","http://sexymp.co.uk/mp/301.jpg","M","E14000530","65730","Aldershot","England","82.9","2","85.6","9","20.6","5","22.9","14","overlapped_by (calculated average)","E07000089"
"Ann McKechin","568","Glasgow North","Labour","1295","22582","32230","http://sexymp.co.uk/mp/408.jpg","F","S14000031","14427","Glasgow North","Scotland","0","0","0","0","0","0","0","0","no match (Scotland unavailable)",""
"Julian Lewis","569","New Forest East","Conservative","1367","2255","3531","http://sexymp.co.uk/mp/364.jpg","M","E14000827","65556","New Forest East","England","81.9","15","85.2","20","20.3","11","22.8","16","covered_by","E07000091"
"David Evennett","570","Bexleyheath and Crayford","Conservative","1407","2028","3338","http://sexymp.co.uk/mp/194.jpg","M","E14000558","65611","Bexleyheath and Crayford","England","80.3","110","84.4","75","19","140","21.8","94","covered_by","E09000004"
"Nick Raynsford","571","Greenwich and Woolwich","Labour","1446","2143","3682","http://sexymp.co.uk/mp/494.jpg","M","E14000718","65837","Greenwich and Woolwich","England","78.5","247","82.2","266","17.6","304","20.5","267","covered_by","E09000011"
"Adrian Sanders","572","Torbay","Liberal Democrat","1375","2184","3464","http://sexymp.co.uk/mp/524.jpg","M","E14000999","65692","Torbay","England","79.1","207","82.4","250","19.1","127","21","202","covered_by","E06000027"
"Bill Esterson","573","Sefton Central","Labour","1455","2198","3864","http://sexymp.co.uk/mp/188.jpg","M","E14000916","65706","Sefton Central","England","77.5","306","82.8","220","17.8","277","21.2","178","covered_by","E08000014"
"Angela Eagle","574","Wallasey","Labour","1329","21717","33098","http://sexymp.co.uk/mp/177.jpg","F","E14001010","65635","Wallasey","England","77.9","279","81.9","288","18","253","20.3","296","covered_by","E08000015"
"Vince Cable","575","Twickenham","Liberal Democrat","1424","2401","4093","http://sexymp.co.uk/mp/95.jpg","M","E14001005","65782","Twickenham","England","81.7","20","85.9","3","19.7","49","23.4","6","covered_by","E09000027"
"William Cash","576","Stone","Conservative","1449","2048","3609","http://sexymp.co.uk/mp/105.jpg","M","E14000975","65950","Stone","England","79.6","166.66666666666666","83.13333333333333","180","18.933333333333334","143","21.066666666666666","195","overlapped_by (calculated average)","E07000195,E07000197,E07000198"
"Maria Eagle","577","Garston and Halewood","Labour","1274","22509","32098","http://sexymp.co.uk/mp/178.jpg","F","E14000708","65900","Garston and Halewood","England","76.35","337.5","80.45","337","16.9","333","19.25","337","overlapped_by (calculated average)","E08000011,E08000012"
"Marsha Singh","578","Bradford West","Labour","1445","2189","3838","http://sexymp.co.uk/mp/542.jpg","M","E14000589","66036","Bradford West","England","77.5","310","81.5","310","17.6","301","20.2","303","covered_by","E08000032"
"Alan Meale","579","Mansfield","Labour","1505","2001","3743","http://sexymp.co.uk/mp/414.jpg","M","E14000810","65647","Mansfield","England","78.3","255","82.1","277","17.7","286","20.3","282","covered_by","E07000174"
"Grahame Morris","580","Easington","Labour","1571","1927","3848","http://sexymp.co.uk/mp/436.jpg","M","E14000677","65823","Easington","England","77.9","280","81.5","306","17.7","289","19.9","318","covered_by","E06000047"
"John Stanley","581","Tonbridge and Malling","Conservative","1469","2037","3675","http://sexymp.co.uk/mp/559.jpg","M","E14000997","65744","Tonbridge and Malling","England","81.05","56","84.4","75","19.55","71","21.95","76","overlapped_by (calculated average)","E07000111,E07000115"
"Sammy Wilson","582","East Antrim","Democratic Unionist","1502","2047","3831","http://sexymp.co.uk/mp/635.jpg","M","N06000005","66128","East Antrim","Northern Ireland","0","0","0","0","0","0","0","0","no match (Northern Ireland unavailable)",""
"Ian Lucas","583","Wrexham","Labour","1450","2078","3690","http://sexymp.co.uk/mp/377.jpg","M","W07000044","66113","Wrexham","Wales","78.2","256","82","280","18","248","20.3","285","covered_by","W06000006"
"Jack Dromey","584","Birmingham, Erdington","Labour","1444","2324","4133","http://sexymp.co.uk/mp/170.jpg","M","E14000561","65667","Birmingham, Erdington","England","77.6","303","82.1","276","17.8","275","20.6","255","covered_by","E08000025"
