sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"David Hanson","423","Delyn","Labour","1562","2452","3466","http://sexymp.co.uk/mp/262.jpg","M","W07000042","66112","Delyn","Wales","152700","75300","77400","1339","672","667","5","5","6","8.8","528.8","620.2","453.7","2.9","2.9","3.5","covered_by","W06000005"
"Mary Creagh","424","Wakefield","Labour","1315","28686","29788","http://sexymp.co.uk/mp/130.jpg","F","E14001009","65733","Wakefield","England","326400","160200","166300","3136","1505","1631","29","19","42","9.6","599.1","704.5","507.4","7.1","4.6","10.1","covered_by","E08000036"
"Nicholas Soames","425","Mid Sussex","Conservative","1556","2461","3475","http://sexymp.co.uk/mp/554.jpg","M","E14000817","65999","Mid Sussex","England","140200","68600","71500","1222","514","708","7","6","13","8.7","434.9","477.9","399.6","4.6","3.9","8.5","covered_by","E07000228"
"Emma Reynolds","426","Wolverhampton North East","Labour","1189","36284","30835","http://sexymp.co.uk/mp/502.jpg","F","E14001049","65777","Wolverhampton North East","England","249900","123700","126200","2335","1156","1179","24","13","31","9.3","584.7","706.2","476.3","6.6","3.6","8.4","covered_by","E08000031"
"Roberta Blackman-Woods","427","City of Durham","Labour","1289","30211","30358","http://sexymp.co.uk/mp/53.jpg","F","E14000641","66021","City of Durham","England","513000","251200","261800","5202","2462","2740","23","16","49","10.1","599.1","684.3","525.2","3.9","2.7","8.4","covered_by","E06000047"
"David Simpson","428","Upper Bann","Democratic Unionist","1528","2521","3466","http://sexymp.co.uk/mp/540.jpg","M","N06000017","66140","Upper Bann","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Katy Clark","429","North Ayrshire and Arran","Labour","1260","31170","30029","http://sexymp.co.uk/mp/112.jpg","F","S14000048","14445","North Ayrshire and Arran","Scotland","135100","64099","71000","1535","756","779","12","7","13","11.4","676.9","839.9","550.4","8.3","4.8","8.9","covered_by","S12000021"
"Natascha Engel","430","North East Derbyshire","Labour","1191","31447","26962","http://sexymp.co.uk/mp/187.jpg","F","E14000843","65676","North East Derbyshire","England","770700","379100","391600","7437","3643","3794","25","17","39","9.6","529.2","633.9","442.8","2.9","2","4.6","covered_by","E10000007"
"Kate Hoey","431","Vauxhall","Labour","1379","26982","31028","http://sexymp.co.uk/mp/291.jpg","F","E14001008","65825","Vauxhall","England","304500","151800","152700","1355","766","589","31","20","46","4.5","547.4","707","411.6","6.5","4.2","9.6","covered_by","E09000022"
"Nigel Dodds","432","Belfast North","Democratic Unionist","1605","2326","3504","http://sexymp.co.uk/mp/159.jpg","M","N06000002","66125","Belfast North","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Susan Jones","433","Clwyd South","Labour","1134","38113","29447","http://sexymp.co.uk/mp/330.jpg","F","W07000062","66121","Clwyd South","Wales","114500","56600","57850","1159.5","557.5","602","5.5","3","7","10.3","565.7","647.55","497.6","3.65","1.15","5.15","overlapped_by (calculated average)","W06000004,W06000006"
"Greg Knight","434","East Yorkshire","Conservative","1452","2473","3138","http://sexymp.co.uk/mp/342.jpg","M","E14000683","65979","East Yorkshire","England","334700","163600","171100","3571","1703","1868","12","7","16","10.7","515.1","600.4","441.8","3.9","2.3","5.2","covered_by","E06000011"
"Shabana Mahmood","435","Birmingham, Ladywood","Labour","1178","34912","29326","http://sexymp.co.uk/mp/385.jpg","F","E14000564","65989","Birmingham, Ladywood","England","1074300","528800","545400","7985","3926","4059","143","107","193","7.4","579.2","694.3","480.8","8.2","6.1","11","covered_by","E08000025"
"Teresa Pearse","436","Erith and Thamesmead","Labour","1198","34359","29946","http://sexymp.co.uk/mp/475.jpg","F","E14000696","66023","Erith and Thamesmead","England","244150","119500","124650","1695","836.5","858.5","11.5","8","26.5","6.95","517.45","638.95","423.8","2.95","1.9500000000000002","6.3999999999999995","overlapped_by (calculated average)","E09000004,E09000011"
"Angie Bray","437","Ealing Central and Acton","Conservative","1570","22934","33406","http://sexymp.co.uk/mp/67.jpg","F","E14000674","65755","Ealing Central and Acton","England","339300","169800","169500","1866","970","896","24","18","56","5.5","499","605.3","404.4","4.1","3.1","9.6","covered_by","E09000009"
"Stella Creasy","438","Walthamstow","Labour","1128","42213","32479","http://sexymp.co.uk/mp/131.jpg","F","E14001013","65651","Walthamstow","England","259700","130000","129800","1340","643","697","26","14","32","5.2","487.5","566.8","427.7","5.4","2.9","6.6","covered_by","E09000031"
"Rachel Reeves","439","Leeds West","Labour","1159","38497","31692","http://sexymp.co.uk/mp/500.jpg","F","E14000781","65988","Leeds West","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Jim Hood","440","Lanark and Hamilton East","Labour","1582","2362","3527","http://sexymp.co.uk/mp/295.jpg","M","S14000042","14438","Lanark and Hamilton East","Scotland","312700","149900","162800","3214","1511","1703","12","11","24","10.3","651.6","767.1","559.8","3.4","3.1","6.8","covered_by","S12000029"
"Gloria de Piero","441","Ashfield","Labour","1075","44128","30743","http://sexymp.co.uk/mp/152.jpg","F","E14000535","65895","Ashfield","England","786800","387200","399600","7333","3540","3793","33","24","64","9.3","525.1","611.2","451.9","3.7","2.7","7.1","covered_by","E10000024"
"Liz Kendall","442","Leicester West","Labour","1139","39894","31817","http://sexymp.co.uk/mp/338.jpg","F","E14000784","65587","Leicester West","England","329600","163100","166600","2330","1185","1145","40","28","0","7.1","595.4","725.4","486.7","7.5","5.3","0","covered_by","E06000016"
"Pamela Nash","443","Airdrie and Shotts","Labour","1095","41959","30465","http://sexymp.co.uk/mp/452.jpg","F","S14000003","14400","Airdrie and Shotts","Scotland","326700","157300","169400","3381","1606","1775","18","13","27","10.3","742.2","875.1","633.7","4.5","3.3","6.7","covered_by","S12000044"
"Heidi Alexander","444","Lewisham East","Labour","1082","41695","29521","http://sexymp.co.uk/mp/10.jpg","F","E14000787","65705","Lewisham East","England","276900","135600","141300","1607","768","839","22","15","52","5.8","580.8","686","493.4","4.5","3.1","10.5","covered_by","E09000023"
"Paul Goggins","445","Wythenshawe and Sale East","Labour","1543","2331","3359","http://sexymp.co.uk/mp/231.jpg","M","E14001059","65669","Wythenshawe and Sale East","England","365000","182150","182850","2667","1337.5","1329.5","28","20","47.5","7.5","618.75","736.9","520.25","4.45","3.1500000000000004","7.5","overlapped_by (calculated average)","E08000003,E08000009"
"Gerald Kaufman","446","Manchester, Gorton","Labour","1586","2546","3844","http://sexymp.co.uk/mp/333.jpg","M","E14000808","65834","Manchester, Gorton","England","502900","253100","249800","3487","1809","1678","47","34","80","6.9","736.9","902.4","599.1","5.8","4.2","9.8","covered_by","E08000003"
"William McCrea","447","South Antrim","Democratic Unionist","1545","2388","3454","http://sexymp.co.uk/mp/398.jpg","M","N06000014","66137","South Antrim","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Rosie Winterton","448","Doncaster Central","Labour","1229","30043","28366","http://sexymp.co.uk/mp/637.jpg","F","E14000668","65621","Doncaster Central","England","302500","149200","153300","2872","1457","1415","21","18","36","9.5","583.5","705.9","484.9","5.6","4.8","9.5","covered_by","E08000017"
"Emily Thornberry","449","Islington South and Finsbury","Labour","1211","31206","28665","http://sexymp.co.uk/mp/583.jpg","F","E14000764","65882","Islington South and Finsbury","England","206300","101800","104500","1042","566","476","8","6","23","5.1","571.8","710.7","450.2","2.7","2","7.6","covered_by","E09000019"
"Stephen Mosley","450","City of Chester","Conservative","1494","2331","3214","http://sexymp.co.uk/mp/438.jpg","M","E14000640","65734","City of Chester","England","329500","160600","168900","3155","1503","1652","17","16","33","9.6","528.4","616.9","452.4","4.5","4.3","8.8","covered_by","E06000050"
"Lisa Nandy","451","Wigan","Labour","1152","37720","31421","http://sexymp.co.uk/mp/451.jpg","F","E14001039","65612","Wigan","England","318100","158100","160100","2915","1388","1527","13","8","30","9.2","624","705.2","551.9","3.3","2","7.5","covered_by","E08000010"
"Robert Neill","452","Bromley and Chislehurst","Conservative","1523","2281","3251","http://sexymp.co.uk/mp/453.jpg","M","E14000604","65954","Bromley and Chislehurst","England","310600","149200","161400","2530","1159","1371","8","5","24","8.1","453.5","531.7","389","1.9","1.2","5.8","covered_by","E09000006"
"Catherin McKinnell","453","Newcastle upon Tyne North","Labour","1128","39841","31871","http://sexymp.co.uk/mp/409.jpg","F","E14000833","65664","Newcastle upon Tyne North","England","279100","139900","139200","2380","1154","1226","9","7","32","8.5","609.2","729.4","511.3","2.6","2.1","9.3","covered_by","E08000021"
"Gordon Brown","454","Kirkcaldy and Cowdenbeath","Labour","1427","3155","4042","http://sexymp.co.uk/mp/74.jpg","M","S14000041","14437","Kirkcaldy and Cowdenbeath","Scotland","367400","177300","190000","3759","1824","1935","16","12","35","10.2","610","744.2","508.5","3.7","2.8","8.2","covered_by","S12000015"
"Gemma Doyle","455","West Dunbartonshire","Labour Co-operative","1147","37091","30924","http://sexymp.co.uk/mp/167.jpg","F","S14000059","14456","West Dunbartonshire","Scotland","90400","43000","47400","1043","526","517","5","4","5","11.5","762.3","996.6","585.9","4.7","3.8","4.7","covered_by","S12000039"
"Valerie Vaz","456","Walsall South","Labour","1143","35771","29684","http://sexymp.co.uk/mp/601.jpg","F","E14001012","65832","Walsall South","England","269500","132400","137100","2426","1206","1220","36","26","41","9","571.7","691.3","467.2","9.6","6.9","10.9","covered_by","E08000030"
"Helen Jones","457","Warrington North","Labour","1369","25809","30777","http://sexymp.co.uk/mp/327.jpg","F","E14001017","65874","Warrington North","England","202700","100500","102200","1747","856","891","13","12","23","8.6","576.1","681","488","5.4","5","9.6","covered_by","E06000007"
"Joe Benton","458","Bootle","Labour","1528","2480","3611","http://sexymp.co.uk/mp/42.jpg","M","E14000581","65821","Bootle","England","274000","131300","142700","3018","1489","1529","9","7","13","11","550.3","689.6","441.1","3.2","2.5","4.6","covered_by","E08000014"
"Sharon Hodgeson","459","Washington and Sunderland West","Labour","1265","29579","30729","http://sexymp.co.uk/mp/290.jpg","F","E14001020","66049","Washington and Sunderland West","England","275300","133900","141500","2732","1333","1399","9","3","21","9.9","619.8","740.4","521.7","2.8","0.9","6.4","covered_by","E08000024"
"Jon Trickett","460","Hemsworth","Labour","1491","2423","3401","http://sexymp.co.uk/mp/589.jpg","M","E14000740","66018","Hemsworth","England","326400","160200","166300","3136","1505","1631","29","19","42","9.6","599.1","704.5","507.4","7.1","4.6","10.1","covered_by","E08000036"
"Luciana Berger","461","Liverpool, Wavertree","Labour Co-operative","1022","51208","33394","http://sexymp.co.uk/mp/46.jpg","F","E14000795","65644","Liverpool, Wavertree","England","465700","230400","235200","4232","2035","2197","25","19","41","9.1","674.9","787.3","573.2","4.3","3.2","6.9","covered_by","E08000012"
"Dave Watts","462","St Helens North","Labour","1550","2375","3572","http://sexymp.co.uk/mp/612.jpg","M","E14000962","66073","St Helens North","England","175400","86200","89200","1681","786","895","7","5","13","9.6","576.1","656.1","508","3.4","2.4","6.2","covered_by","E08000013"
"Ian Lavery","463","Wansbeck","Labour","1507","2407","3459","http://sexymp.co.uk/mp/350.jpg","M","E14001014","65631","Wansbeck","England","316300","154200","162000","3267","1571","1696","14","6","14","10.3","541.9","630.5","466.8","4.7","2","4.7","covered_by","E06000057"
"Mark Pawsey","464","Rugby","Conservative","1437","2347","3106","http://sexymp.co.uk/mp/474.jpg","M","E14000905","65656","Rugby","England","546600","269600","277000","4823","2371","2452","28","21","46","8.8","495.1","593.6","415.4","4.5","3.3","7.3","covered_by","E10000031"
"David Crausby","465","Bolton North East","Labour","1537","2338","3493","http://sexymp.co.uk/mp/129.jpg","M","E14000578","65646","Bolton North East","England","277300","137000","140300","2498","1207","1291","20","13","42","9","605.8","704.9","518.3","5.2","3.4","10.8","covered_by","E08000001"
"Tim Farron","466","Westmorland and Lonsdale","Liberal Democrat","1447","2674","3605","http://sexymp.co.uk/mp/198.jpg","M","E14001037","65963","Westmorland and Lonsdale","England","103700","50600","53100","1215","552","663","3","3","0","11.7","479.1","531.7","435.5","3.4","3.4","0","covered_by","E07000031"
"Stephen Lloyd","467","Eastbourne","Liberal Democrat","1419","2442","3186","http://sexymp.co.uk/mp/368.jpg","M","E14000684","65714","Eastbourne","England","527200","254100","273100","6139","2820","3319","21","16","36","11.6","496","586.5","421.3","3.9","3","6.6","covered_by","E10000011"
"Ian Davidson","468","Glasgow South West","Labour Co-operative","1581","2274","3586","http://sexymp.co.uk/mp/145.jpg","M","S14000035","14431","Glasgow South West","Scotland","598800","290600","308300","6403","3201","3202","45","33","71","10.7","840.5","1080.6","661.7","5.9","4.3","9.2","covered_by","S12000046"
"Mark Hendrick","469","Preston","Labour Co-operative","1499","2393","3449","http://sexymp.co.uk/mp/279.jpg","M","E14000885","65673","Preston","England","140100","70300","69700","1126","560","566","14","5","19","8","589.7","695.6","495.2","7.3","2.6","9.8","covered_by","E07000123"
"Margaret Curran","470","Glasgow East","Labour","1325","26424","30824","http://sexymp.co.uk/mp/139.jpg","F","S14000030","14426","Glasgow East","Scotland","462750","223950","238850","4892","2403.5","2488.5","31.5","23","49","10.5","791.35","977.8499999999999","647.7","5.2","3.8","7.949999999999999","overlapped_by (calculated average)","S12000046,S12000044"
"Martin McGuinness","471","Mid Ulster","Sinn Fein","1620","2228","3665","http://sexymp.co.uk/mp/405.jpg","M","N06000010","66133","Mid Ulster","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Phil Wilson","472","Sedgefield","Labour","1476","2374","3347","http://sexymp.co.uk/mp/633.jpg","M","E14000915","65763","Sedgefield","England","309300","151350","157950","3093.5","1475","1618.5","14.5","10","29","9.7","570.4000000000001","669.5","489.35","4.25","2.9000000000000004","7.65","overlapped_by (calculated average)","E06000005,E06000047"
"George Mudie","473","Leeds East","Labour","1556","2335","3620","http://sexymp.co.uk/mp/440.jpg","M","E14000778","65941","Leeds East","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
"Tom Clarke","474","Coatbridge, Chryston and Bellshill","Labour","1537","2531","3853","http://sexymp.co.uk/mp/114.jpg","M","S14000011","14408","Coatbridge, Chryston and Bellshill","Scotland","326700","157300","169400","3381","1606","1775","18","13","27","10.3","742.2","875.1","633.7","4.5","3.3","6.7","covered_by","S12000044"
